Income,Customer_ID,Kids_Home,Teen_Home,Recency,Amount_Spent_Wines,Amount_Spent_Fruits,Amount_Spent_Meat,Amount_Spent_Fish,Amount_Spent_Sweet,Amount_Spent_Gold,Amount_Spent_RegularProducts,Total Amount Spent,Num_Purchases_Discount,Num_Purchases_Web,Num_Purchases_Catalog,Num_Purchases_Store,Num_WebSite_per_month,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complaint,Response_to_Campaign,Age,Customer_Days,Relationship,Education,MntTotal,AcceptedCmpOverall,Total Accepted,Income (bins),Recency (bins),Frequency,RecencyScore,FrequencyScore,MonetaryScore,RFMScore,CustomerSegment
62220,C737,0,1,55,799,12,375,16,12,12,1202,2428,5,7,6,5,6,0,0,0,0,0,0,1,48,2846,Together,Doctorate,1214,0,0,60000,49,23,4,5,5,455,Loyal Customers
6835,C755,0,1,76,107,2,12,2,2,12,113,250,0,0,0,1,20,0,0,0,0,0,0,0,63,2727,Together,Doctorate,125,0,0,5000,70,1,3,1,3,313,At Risk
17144,C767,1,1,96,18,2,19,0,2,6,35,82,5,3,0,4,7,0,0,0,0,0,0,0,60,2293,Together,Master,41,0,0,15000,91,12,2,5,1,251,At Risk
61872,C781,0,1,81,330,5,159,36,27,16,541,1114,4,4,4,9,4,0,0,0,0,0,0,0,50,2357,Married,Master,557,0,0,60000,77,21,3,5,5,355,Potential Loyalists
52750,C794,0,1,72,393,0,239,90,69,69,722,1582,6,5,7,9,4,0,0,0,0,0,0,0,65,2669,Married,Master,791,0,0,50000,70,27,3,5,5,355,Potential Loyalists
91820,C795,0,0,72,410,73,747,76,161,30,1437,2934,0,5,5,12,1,0,0,0,0,0,0,0,34,2377,Together,Doctorate,1467,0,0,90000,70,22,3,5,5,355,Potential Loyalists
38683,C844,1,0,80,46,35,69,84,41,66,209,550,6,4,1,6,7,0,0,0,0,0,0,0,31,2792,Together,Primary,275,0,0,35000,77,17,3,5,4,354,Potential Loyalists
42395,C854,1,1,35,48,13,57,24,15,25,132,314,4,3,1,4,7,0,0,0,0,0,0,0,39,2245,Single,Primary,157,0,0,40000,35,12,4,5,3,453,Loyal Customers
42835,C857,1,1,64,379,4,93,12,9,98,399,994,7,6,6,4,6,0,0,0,0,0,0,0,49,2523,Divorced,Master,497,0,0,40000,63,23,3,5,4,354,Potential Loyalists
17117,C860,1,0,96,12,23,38,30,18,7,114,242,4,3,1,3,9,0,0,0,0,0,0,0,42,2687,Together,Primary,121,0,0,15000,91,11,2,5,3,253,At Risk
46231,C867,2,1,87,189,2,55,0,5,12,239,502,4,6,1,4,9,0,0,0,0,0,0,0,67,2739,Single,Doctorate,251,0,0,45000,84,15,3,5,4,354,Potential Loyalists
51390,C872,1,1,54,205,20,47,23,2,56,241,594,6,5,2,5,5,0,0,0,0,0,0,0,55,2818,Widow,Master,297,0,0,50000,49,18,4,5,4,454,Loyal Customers
64831,C921,1,1,51,480,86,249,75,86,144,832,1952,8,6,3,5,6,0,0,0,0,0,0,0,68,2543,Single,Primary,976,0,0,60000,49,22,4,5,5,455,Loyal Customers
44051,C933,1,1,20,79,7,58,6,3,18,135,306,4,3,1,4,6,0,0,0,0,0,0,1,47,2675,Divorced,Master,153,0,0,40000,14,12,5,5,3,553,Loyal Customers
16927,C936,1,1,50,20,2,23,3,1,4,45,98,5,3,0,4,8,0,0,0,0,0,0,0,44,2663,Married,Doctorate,49,0,0,15000,49,12,4,5,1,451,Loyal Customers
40233,C944,0,1,84,80,4,46,0,17,2,145,294,5,2,1,5,6,0,0,0,0,0,0,0,45,2417,Married,Doctorate,147,0,0,40000,84,13,3,5,3,353,Potential Loyalists
40706,C952,2,1,37,59,0,11,4,2,5,71,152,4,3,0,4,7,0,0,0,0,0,0,0,52,2687,Together,Doctorate,76,0,0,40000,35,11,4,5,2,452,Loyal Customers
56962,C958,2,1,60,292,3,77,10,3,26,359,770,7,6,3,5,7,0,0,0,0,0,0,0,55,2420,Married,Master,385,0,0,55000,56,21,4,5,4,454,Loyal Customers
36930,C985,0,1,50,223,2,31,0,2,39,219,516,5,5,2,4,8,0,0,0,0,0,0,0,66,2567,Married,Doctorate,258,0,0,35000,49,16,4,5,4,454,Loyal Customers
68316,C1010,0,1,54,806,80,161,120,11,33,1145,2356,5,10,7,10,6,0,0,0,0,0,0,0,56,2761,Together,Primary,1178,0,0,65000,49,32,4,5,5,455,Loyal Customers
37334,C1017,1,1,44,26,1,16,2,2,15,32,94,4,3,0,4,4,0,0,0,0,0,0,0,62,2282,Together,Doctorate,47,0,0,35000,42,11,4,5,1,451,Loyal Customers
64176,C1048,0,1,52,1215,33,249,64,116,149,1528,3354,8,8,9,8,6,0,0,0,0,0,0,0,55,2854,Divorced,Primary,1677,0,0,60000,49,33,4,5,5,455,Loyal Customers
47025,C1100,0,1,98,508,11,59,23,5,29,577,1212,5,11,1,6,9,0,0,0,0,0,0,0,42,2449,Married,Primary,606,0,0,45000,98,23,2,5,5,255,At Risk
52034,C1103,1,1,67,146,0,93,7,13,73,186,518,5,4,2,5,7,0,0,0,0,0,0,0,47,2567,Divorced,Master,259,0,0,50000,63,16,3,5,4,354,Potential Loyalists
56129,C1121,0,1,65,320,48,133,39,72,48,564,1224,4,6,2,10,4,0,0,0,0,0,0,0,67,2533,Together,Master,612,0,0,55000,63,22,3,5,5,355,Potential Loyalists
21255,C1126,1,0,56,29,0,25,2,2,3,55,116,4,2,1,4,4,0,0,0,0,0,0,0,46,2318,Together,Master,58,0,0,20000,56,11,4,5,2,452,Loyal Customers
15056,C1164,1,1,76,6,12,3,21,6,40,8,96,5,2,2,3,5,0,0,0,0,0,0,0,62,2581,Single,Basic,48,0,0,15000,70,12,3,5,1,351,Potential Loyalists
33438,C1205,1,1,81,62,1,16,3,2,6,78,168,4,2,1,4,5,0,0,0,0,0,0,0,62,2439,Widow,Doctorate,84,0,0,30000,77,11,3,5,2,352,Potential Loyalists
54730,C1209,0,1,64,318,3,17,4,7,56,293,698,5,4,1,8,4,0,0,0,0,0,0,0,45,2477,Married,Master,349,0,0,50000,63,18,3,5,4,354,Potential Loyalists
27683,C1225,1,0,90,152,9,121,12,12,45,261,612,4,6,2,4,8,0,0,0,0,0,0,0,42,2853,Together,Doctorate,306,0,0,25000,84,16,3,5,4,354,Potential Loyalists
7500,C1227,1,0,63,10,17,18,8,26,40,39,158,4,3,2,2,9,0,0,0,0,0,0,0,28,2732,Single,Basic,79,0,0,5000,63,11,3,5,2,352,Potential Loyalists
55158,C1236,1,1,72,293,0,87,4,11,23,372,790,4,7,2,5,7,0,0,0,0,0,0,1,50,2858,Married,Doctorate,395,0,0,55000,70,18,3,5,4,354,Potential Loyalists
53378,C1247,1,1,41,489,6,152,8,6,132,529,1322,10,9,4,6,8,0,0,0,0,0,0,1,57,2802,Married,Doctorate,661,0,0,50000,35,29,4,5,5,455,Loyal Customers
74805,C1293,0,1,14,209,162,209,41,162,37,746,1566,5,4,7,10,2,0,0,0,0,0,0,0,65,2394,Together,Primary,783,0,0,70000,14,26,5,5,5,555,Champions
72828,C1305,0,1,17,1205,0,235,19,14,205,1268,2946,6,6,3,13,7,0,0,0,0,0,0,0,58,2659,Married,Master,1473,0,0,70000,14,28,5,5,5,555,Champions
6560,C1308,0,0,2,67,11,26,4,3,262,-151,222,0,1,0,1,17,0,0,0,0,0,0,0,38,2358,Single,Master,111,0,0,5000,0,2,5,2,3,523,Loyal Customers
56242,C1354,0,1,72,689,8,167,11,8,88,795,1766,5,8,4,11,6,0,0,0,0,0,0,0,51,2642,Married,Doctorate,883,0,0,55000,70,28,3,5,5,355,Potential Loyalists
54342,C1360,1,1,74,84,10,34,11,10,28,121,298,4,3,1,4,6,0,0,0,0,0,0,0,64,2520,Together,Primary,149,0,0,50000,70,12,3,5,3,353,Potential Loyalists
53761,C1366,1,1,7,158,0,76,13,7,71,183,508,6,4,4,3,5,0,0,0,0,0,0,0,48,2420,Married,Master,254,0,0,50000,7,17,5,5,4,554,Loyal Customers
44511,C1380,1,0,39,513,7,133,46,14,14,699,1426,6,8,4,8,8,0,0,0,0,0,0,0,50,2784,Married,Master,713,0,0,40000,35,26,4,5,5,455,Loyal Customers
36947,C1381,1,1,49,88,3,21,4,1,29,88,234,4,3,0,4,9,0,0,0,0,0,0,0,53,2850,Married,Doctorate,117,0,0,35000,49,11,4,5,3,453,Loyal Customers
36957,C1385,1,1,43,100,2,16,2,1,31,90,242,4,3,2,2,9,0,0,0,0,0,0,1,67,2820,Divorced,Doctorate,121,0,0,35000,42,11,4,5,3,453,Loyal Customers
69401,C1425,0,1,41,399,27,159,58,8,39,612,1302,4,4,4,5,2,0,0,0,0,0,0,0,47,2257,Together,Primary,651,0,0,65000,35,17,4,5,5,455,Loyal Customers
49476,C1441,0,1,29,386,23,95,54,41,196,403,1198,4,2,11,5,2,0,0,0,0,0,0,0,57,2533,Divorced,Master,599,0,0,45000,28,22,5,5,5,555,Champions
60585,C1466,1,1,17,267,42,309,55,42,21,694,1430,10,7,4,9,5,0,0,0,0,0,0,1,49,2529,Married,Doctorate,715,0,0,60000,14,30,5,5,5,555,Champions
42873,C1467,1,1,11,209,0,40,3,2,15,239,508,4,6,1,4,8,0,0,0,0,0,0,0,70,2683,Divorced,Doctorate,254,0,0,40000,7,15,5,5,4,554,Loyal Customers
53253,C1476,1,1,61,216,9,57,20,9,125,186,622,7,4,3,5,5,0,0,0,0,0,0,0,45,2662,Together,Master,311,0,0,50000,56,19,3,5,4,354,Potential Loyalists
54108,C1479,1,1,74,539,6,91,8,6,97,553,1300,13,8,2,9,8,0,0,0,0,0,0,0,47,2760,Married,Master,650,0,0,50000,70,32,3,5,5,355,Potential Loyalists
57136,C1482,1,1,48,306,5,109,21,109,92,458,1100,9,5,2,10,6,0,0,0,0,0,0,0,48,2514,Married,Master,550,0,0,55000,42,26,4,5,5,455,Loyal Customers
82032,C1502,0,0,54,332,194,377,149,125,57,1120,2354,0,4,6,7,1,0,0,0,0,0,0,0,72,2244,Widow,Doctorate,1177,0,0,80000,49,17,4,5,5,455,Loyal Customers
69283,C1508,0,1,41,674,62,134,0,26,8,888,1792,4,7,3,13,5,0,0,0,0,0,0,0,45,2174,Married,Doctorate,896,0,0,65000,35,27,4,5,5,455,Loyal Customers
23331,C1511,1,0,97,104,20,101,24,15,5,259,528,6,5,1,5,9,0,0,0,0,0,0,0,32,2791,Single,Primary,264,0,0,20000,91,17,2,5,4,254,At Risk
74881,C1517,1,1,48,505,72,270,36,27,54,856,1820,4,9,2,12,5,0,0,0,0,0,0,0,59,2637,Together,Master,910,0,0,70000,42,27,4,5,5,455,Loyal Customers
55517,C1544,1,1,53,483,0,108,0,6,36,561,1194,5,11,1,6,9,0,0,0,0,0,0,1,70,2799,Married,Doctorate,597,0,0,55000,49,23,4,5,5,455,Loyal Customers
75283,C1545,1,2,26,733,9,180,12,19,66,887,1906,11,6,3,5,4,0,0,0,0,0,0,0,63,2618,Married,Doctorate,953,0,0,75000,21,25,5,5,5,555,Champions
40442,C1562,1,1,52,45,12,52,25,22,13,143,312,4,3,1,4,7,0,0,0,0,0,0,1,68,2838,Together,Master,156,0,0,40000,49,12,4,5,3,453,Loyal Customers
48432,C1571,0,1,3,322,3,50,4,3,42,340,764,5,7,1,6,8,0,0,0,0,0,0,1,47,2778,Single,Doctorate,382,0,0,45000,0,19,5,5,4,554,Loyal Customers
17144,C1572,1,1,96,18,2,19,0,2,6,35,82,5,3,0,4,7,0,0,0,0,0,0,0,60,2293,Together,Master,41,0,0,15000,91,12,2,5,1,251,At Risk
53843,C1576,0,1,64,378,0,88,19,4,73,416,978,4,8,5,3,7,0,0,0,0,0,0,0,55,2526,Married,Master,489,0,0,50000,63,20,3,5,4,354,Potential Loyalists
60432,C1584,0,1,61,365,3,15,4,3,11,379,780,5,7,2,5,6,0,0,0,0,0,0,0,47,2271,Married,Master,390,0,0,60000,56,19,3,5,4,354,Potential Loyalists
52973,C1595,0,1,92,856,0,76,12,9,199,754,1906,7,9,6,9,8,0,0,0,0,0,0,0,64,2757,Married,Master,953,0,0,50000,91,31,2,5,5,255,At Risk
47111,C1602,0,1,35,595,71,153,120,112,41,1010,2102,6,3,2,10,9,0,0,0,0,0,0,0,49,2818,Widow,Doctorate,1051,0,0,45000,35,21,4,5,5,455,Loyal Customers
50334,C1633,0,1,24,284,16,160,84,16,134,426,1120,6,7,4,6,6,0,0,0,0,0,0,0,48,2499,Together,Primary,560,0,0,50000,21,23,5,5,5,555,Champions
50729,C1635,1,1,62,239,13,143,45,4,52,392,888,9,6,2,7,6,0,0,0,0,0,0,0,62,2582,Single,Doctorate,444,0,0,50000,56,24,3,5,4,354,Potential Loyalists
9722,C1679,1,0,7,6,17,16,6,16,42,19,122,4,3,1,3,8,0,0,0,0,0,0,1,47,2794,Together,Basic,61,0,0,5000,7,11,5,5,2,552,Loyal Customers
74881,C1703,1,1,48,505,72,270,36,27,54,856,1820,4,9,2,12,5,0,0,0,0,0,0,0,59,2637,Together,Master,910,0,0,70000,42,27,4,5,5,455,Loyal Customers
16014,C1730,1,1,42,3,9,4,7,8,7,24,62,4,1,1,4,3,0,0,0,0,0,0,0,41,2628,Single,Basic,31,0,0,15000,42,10,4,5,1,451,Loyal Customers
60839,C1763,1,1,72,600,21,128,223,150,128,994,2244,13,2,2,12,8,0,0,0,0,0,0,0,41,2829,Together,Primary,1122,0,0,60000,70,29,3,5,5,355,Potential Loyalists
7144,C1781,0,2,92,81,4,33,5,2,291,-166,250,0,23,1,1,0,0,0,0,0,0,0,0,54,2363,Single,Doctorate,125,0,0,5000,91,25,2,5,3,253,At Risk
46757,C1786,0,1,71,777,30,163,0,51,122,899,2042,6,4,4,7,9,0,0,0,0,0,0,0,57,2749,Single,Doctorate,1021,0,0,45000,70,21,3,5,5,355,Potential Loyalists
54693,C1807,0,1,72,686,17,142,23,26,35,859,1788,8,6,4,13,6,0,0,0,0,0,0,0,58,2656,Married,Doctorate,894,0,0,50000,70,31,3,5,5,355,Potential Loyalists
57333,C1814,0,1,55,941,14,397,76,58,176,1310,2972,11,8,5,9,6,0,0,0,0,0,0,1,66,2804,Divorced,Doctorate,1486,0,0,55000,49,33,4,5,5,455,Loyal Customers
65735,C1819,1,1,37,239,7,119,4,15,11,373,768,5,6,2,6,7,0,0,0,0,0,0,0,55,2363,Together,Master,384,0,0,65000,35,19,4,5,4,454,Loyal Customers
4023,C1821,1,1,29,5,0,1,1,1,1,7,16,15,0,0,0,19,0,0,0,0,0,0,0,57,2165,Married,Doctorate,8,0,0,0,28,15,5,5,1,551,Loyal Customers
30538,C1843,1,0,27,284,0,52,8,3,20,327,694,4,9,0,4,10,0,0,0,0,0,0,0,49,2795,Together,Master,347,0,0,30000,21,17,5,5,4,554,Loyal Customers
60200,C1848,0,1,3,502,19,132,0,6,26,633,1318,6,6,2,11,6,0,0,0,0,0,0,0,72,2702,Single,Doctorate,659,0,0,60000,0,25,5,5,5,555,Champions
113734,C1873,0,0,9,6,2,3,1,262,3,271,548,0,27,0,0,1,0,0,0,0,0,0,0,75,2191,Single,Doctorate,274,0,0,110000,7,27,5,5,4,554,Loyal Customers
60491,C1881,0,1,81,637,47,237,12,19,76,876,1904,4,6,11,7,5,0,0,0,0,0,0,0,49,2455,Married,Doctorate,952,0,0,60000,77,28,3,5,5,355,Potential Loyalists
92556,C1885,0,0,32,493,183,352,184,23,28,1207,2470,0,3,5,13,0,0,0,0,0,0,0,0,60,2229,Together,Primary,1235,0,0,90000,28,21,4,5,5,455,Loyal Customers
62694,C1904,1,1,29,379,6,157,25,91,91,567,1316,5,9,3,7,7,0,0,0,0,0,0,0,55,2536,Married,Master,658,0,0,60000,28,24,5,5,5,555,Champions
54998,C1911,0,1,3,154,22,202,39,30,8,439,894,5,4,2,9,4,0,0,0,0,0,0,1,64,2635,Single,Doctorate,447,0,0,50000,0,20,5,5,4,554,Loyal Customers
34445,C1988,0,0,92,228,122,122,208,129,30,779,1618,6,11,2,8,9,0,0,0,0,0,0,0,39,2677,Married,Basic,809,0,0,30000,91,27,2,5,5,255,At Risk
7500,C2004,1,0,98,5,17,17,13,14,34,32,132,4,2,1,3,9,0,0,0,0,0,0,0,35,2856,Together,Primary,66,0,0,5000,98,10,2,5,2,252,At Risk
53367,C2059,1,1,2,229,7,140,10,3,11,378,778,7,5,1,8,7,0,0,0,0,0,0,1,46,2461,Divorced,Master,389,0,0,50000,0,21,5,5,4,554,Loyal Customers
45736,C2083,0,1,92,188,3,180,20,3,43,351,788,5,7,1,6,7,0,0,0,0,0,0,0,66,2499,Married,Master,394,0,0,45000,91,19,2,5,4,254,At Risk
53230,C2092,0,1,86,176,72,98,136,21,229,274,1006,4,5,2,12,5,0,0,0,0,0,0,0,64,2854,Married,Primary,503,0,0,50000,84,23,3,5,5,355,Potential Loyalists
65220,C2097,0,0,3,890,63,292,0,25,12,1258,2540,4,8,4,7,6,0,0,0,0,0,0,1,55,2823,Together,Doctorate,1270,0,0,65000,0,23,5,5,5,555,Champions
29435,C2107,1,1,11,70,3,37,4,2,64,52,232,4,3,2,2,9,0,0,0,0,0,0,1,54,2851,Divorced,Master,116,0,0,25000,7,11,5,5,3,553,Loyal Customers
41275,C2115,1,2,33,24,4,22,0,2,9,43,104,4,3,1,3,5,0,0,0,0,0,0,0,60,2256,Together,Master,52,0,0,40000,28,11,4,5,2,452,Loyal Customers
63516,C2116,1,1,30,141,11,114,15,14,5,290,590,4,4,1,7,5,0,0,0,0,0,0,0,47,2517,Together,Doctorate,295,0,0,60000,28,16,5,5,4,554,Loyal Customers
41713,C2124,1,1,57,77,8,44,10,10,25,124,298,5,3,1,4,6,0,0,0,0,0,0,0,56,2220,Divorced,Primary,149,0,0,40000,56,13,4,5,3,453,Loyal Customers
48432,C2145,0,1,3,322,3,50,4,3,42,340,764,5,7,1,6,8,0,0,0,0,0,0,0,47,2778,Single,Doctorate,382,0,0,45000,0,19,5,5,4,554,Loyal Customers
8820,C2163,1,1,52,12,0,13,4,2,4,27,62,4,3,0,3,8,0,0,0,0,0,0,0,68,2623,Single,Master,31,0,0,5000,49,10,4,5,1,451,Loyal Customers
48432,C2170,0,1,3,322,3,50,4,3,42,340,764,5,7,1,6,8,0,0,0,0,0,0,1,47,2778,Single,Doctorate,382,0,0,45000,0,19,5,5,4,554,Loyal Customers
82032,C2185,0,0,54,332,194,377,149,125,57,1120,2354,0,4,6,7,1,0,0,0,0,0,0,0,72,2244,Widow,Doctorate,1177,0,0,80000,49,17,4,5,5,455,Loyal Customers
40101,C2187,1,0,73,171,3,129,26,24,62,291,706,4,6,1,6,7,0,0,0,0,0,0,0,35,2782,Together,Master,353,0,0,40000,70,17,3,5,4,354,Potential Loyalists
7500,C2190,1,0,7,2,8,11,3,8,21,11,64,4,3,2,2,7,0,0,0,0,0,0,0,41,2577,Together,Primary,32,0,0,5000,7,11,5,5,1,551,Loyal Customers
59354,C013,1,1,53,233,2,53,3,5,14,282,592,3,6,1,5,6,0,0,0,0,0,0,0,68,2385,Divorced,Master,296,0,0,55000,49,15,4,5,4,454,Loyal Customers
65324,C023,0,1,0,384,0,102,21,32,5,534,1078,3,6,2,9,4,0,0,0,0,0,0,0,66,2328,Married,Doctorate,539,0,0,65000,0,20,5,5,5,555,Champions
23718,C036,1,0,76,6,3,14,15,7,36,9,90,3,3,1,2,7,0,0,0,0,0,0,0,44,2459,Married,Primary,45,0,0,20000,70,9,3,4,1,341,Potential Loyalists
7500,C042,1,0,19,3,1,10,3,2,12,7,38,3,2,0,3,5,0,0,0,0,0,0,0,45,2429,Married,Master,19,0,0,5000,14,8,5,4,1,541,Loyal Customers
7500,C044,0,0,24,3,18,14,15,22,50,22,144,3,3,1,3,9,0,0,0,0,0,0,1,24,2756,Married,Primary,72,0,0,5000,21,10,5,5,2,552,Loyal Customers
66991,C066,0,0,1,496,36,460,189,60,12,1229,2482,3,4,8,6,3,0,0,0,0,0,0,0,66,2815,Married,Master,1241,0,0,65000,0,21,5,5,5,555,Champions
32557,C113,1,0,13,34,3,29,0,4,10,60,140,3,2,1,3,5,0,0,0,0,0,0,1,53,2284,Single,Master,70,0,0,30000,7,9,5,4,2,542,Loyal Customers
68352,C133,0,1,47,614,16,132,43,33,33,805,1676,3,8,5,9,6,0,0,0,0,0,0,0,46,2464,Single,Doctorate,838,0,0,65000,42,25,4,5,5,455,Loyal Customers
16248,C170,1,0,77,12,11,10,3,12,9,39,96,3,2,1,3,6,0,0,0,0,0,0,0,32,2209,Married,Primary,48,0,0,15000,77,9,3,4,1,341,Potential Loyalists
62745,C222,0,1,89,562,21,464,28,10,32,1053,2170,3,7,8,11,5,0,0,0,0,0,0,0,55,2622,Married,Doctorate,1085,0,0,60000,84,29,3,5,5,355,Potential Loyalists
31788,C258,1,0,15,16,7,23,0,8,6,48,108,3,3,0,4,5,0,0,0,0,0,1,0,37,2260,Single,Master,54,0,0,30000,14,10,5,5,2,552,Loyal Customers
24480,C267,1,0,46,4,19,9,28,25,17,68,170,3,3,0,4,7,0,0,0,0,0,0,0,39,2662,Married,Basic,85,0,0,20000,42,10,4,5,2,452,Loyal Customers
35416,C276,0,0,62,248,3,81,4,3,51,288,678,3,7,1,5,8,0,0,0,0,0,0,0,71,2540,Divorced,Master,339,0,0,35000,56,16,3,5,4,354,Potential Loyalists
14849,C311,1,0,39,21,2,28,3,2,9,47,112,3,2,0,4,8,0,0,0,0,0,0,0,44,2521,Divorced,Doctorate,56,0,0,10000,35,9,4,4,2,442,Potential Loyalists
69759,C336,0,0,38,452,20,514,13,30,0,1029,2058,3,4,6,5,3,0,0,0,0,0,0,1,54,2403,Single,Doctorate,1029,0,0,65000,35,18,4,5,5,455,Loyal Customers
38578,C358,1,1,2,38,4,22,3,3,3,67,140,3,3,0,3,8,0,0,0,0,0,0,1,48,2531,Single,Doctorate,70,0,0,35000,0,9,5,4,2,542,Loyal Customers
83664,C373,1,1,57,866,21,151,28,21,86,1001,2174,3,2,2,12,5,0,0,0,0,0,0,0,52,2576,Divorced,Doctorate,1087,0,0,80000,56,19,4,5,5,455,Loyal Customers
70777,C378,0,1,80,554,35,113,0,7,78,631,1418,3,5,3,12,3,0,0,0,0,0,0,0,52,2283,Married,Master,709,0,0,70000,77,23,3,5,5,355,Potential Loyalists
27213,C390,1,0,19,19,3,26,10,9,3,64,134,3,2,0,4,8,0,0,0,0,0,0,1,48,2827,Single,Doctorate,67,0,0,25000,14,9,5,4,2,542,Loyal Customers
65808,C391,1,1,1,155,7,80,13,7,10,252,524,3,5,1,5,6,0,0,0,0,0,0,0,49,2189,Divorced,Doctorate,262,0,0,65000,0,14,5,5,4,554,Loyal Customers
32011,C422,1,0,89,99,0,15,2,1,5,112,234,3,2,1,4,7,0,0,0,0,0,0,0,49,2470,Married,Doctorate,117,0,0,30000,84,10,3,5,3,353,Potential Loyalists
49269,C453,1,0,92,639,8,166,11,8,58,774,1664,3,7,3,12,7,0,0,0,0,0,0,0,49,2842,Together,Doctorate,832,0,0,45000,91,25,2,5,5,255,At Risk
59432,C479,0,1,88,317,25,265,25,19,12,639,1302,3,5,3,11,5,0,0,0,0,0,0,0,58,2601,Divorced,Master,651,0,0,55000,84,22,3,5,5,355,Potential Loyalists
67911,C482,0,1,63,529,0,356,63,28,0,976,1952,3,6,7,11,3,0,0,0,0,0,0,0,71,2197,Together,Doctorate,976,0,0,65000,63,27,3,5,5,355,Potential Loyalists
22944,C523,1,0,67,19,3,19,4,5,26,24,100,3,3,0,3,7,0,0,0,0,0,0,0,39,2347,Single,Master,50,0,0,20000,63,9,3,4,2,342,Potential Loyalists
25315,C524,1,0,46,1,9,8,11,3,22,10,64,3,3,0,3,8,0,0,0,0,0,0,0,43,2393,Together,Primary,32,0,0,25000,42,9,4,4,1,441,Potential Loyalists
48799,C548,0,1,9,174,18,81,28,6,24,283,614,3,3,2,7,3,0,0,0,0,0,0,0,57,2395,Divorced,Doctorate,307,0,0,45000,7,15,5,5,4,554,Loyal Customers
38593,C556,1,0,42,51,12,49,17,24,24,129,306,3,4,1,3,8,0,0,0,0,0,0,0,42,2448,Single,Primary,153,0,0,35000,42,11,4,5,3,453,Loyal Customers
17459,C579,1,0,12,6,4,16,3,10,30,9,78,3,3,1,2,7,0,0,0,0,0,0,1,45,2442,Together,Master,39,0,0,15000,7,9,5,4,1,541,Loyal Customers
26224,C582,1,0,39,4,7,15,13,9,15,33,96,3,2,1,3,6,0,0,0,0,0,0,0,42,2549,Married,Primary,48,0,0,25000,35,9,4,4,1,441,Potential Loyalists
61467,C587,0,2,69,410,16,114,0,5,49,496,1090,3,5,2,10,5,0,0,0,0,0,0,0,72,2726,Married,Doctorate,545,0,0,60000,63,20,3,5,5,355,Potential Loyalists
48240,C598,0,0,73,389,91,248,64,49,41,800,1682,3,6,3,13,5,0,0,0,0,0,0,1,51,2756,Single,Doctorate,841,0,0,45000,70,25,3,5,5,355,Potential Loyalists
34487,C611,1,1,94,19,18,33,24,1,8,87,190,3,3,0,3,9,0,0,0,0,0,0,0,43,2820,Divorced,Doctorate,95,0,0,30000,91,9,2,4,2,242,At Risk
78710,C631,0,1,42,721,0,152,119,50,50,992,2084,3,7,6,12,4,0,0,0,0,0,0,0,43,2196,Married,Master,1042,0,0,75000,42,28,4,5,5,455,Loyal Customers
54690,C651,1,1,76,111,16,37,7,9,18,162,360,3,3,1,5,3,0,0,0,0,0,0,0,49,2393,Married,Primary,180,0,0,50000,70,12,3,5,3,353,Potential Loyalists
59304,C652,0,1,81,418,61,428,80,51,10,1028,2076,3,7,8,10,5,0,0,0,0,0,0,0,56,2494,Married,Doctorate,1038,0,0,55000,77,28,3,5,5,355,Potential Loyalists
42315,C673,0,1,90,67,15,80,17,11,80,110,380,3,1,4,4,3,0,0,0,0,0,0,0,62,2511,Together,Master,190,0,0,40000,84,12,3,5,3,353,Potential Loyalists
47570,C675,1,1,3,67,1,20,0,2,31,59,180,3,2,2,2,7,0,0,0,0,0,0,1,71,2555,Widow,Master,90,0,0,45000,0,9,5,4,2,542,Loyal Customers
26518,C678,1,1,33,20,1,28,3,3,2,53,110,3,2,0,3,8,0,0,0,0,0,0,1,71,2606,Single,Doctorate,55,0,0,25000,28,8,4,4,2,442,Potential Loyalists
41335,C685,1,0,24,112,19,21,16,14,5,177,364,3,4,1,4,7,0,0,0,0,0,0,0,52,2344,Divorced,Master,182,0,0,40000,21,12,5,5,3,553,Loyal Customers
17003,C727,1,0,37,2,5,12,4,8,7,24,62,3,2,0,4,5,0,0,0,0,0,0,0,45,2361,Married,Primary,31,0,0,15000,35,9,4,4,1,441,Potential Loyalists
70421,C777,0,1,98,479,28,136,75,14,35,697,1464,3,10,3,7,6,0,0,0,0,0,0,0,66,2160,Married,Doctorate,732,0,0,70000,98,23,2,5,5,255,At Risk
60161,C778,0,1,17,584,44,212,46,8,177,717,1788,3,11,4,8,8,0,0,0,0,0,0,0,55,2773,Divorced,Primary,894,0,0,60000,14,26,5,5,5,555,Champions
56575,C813,0,2,42,421,5,90,0,16,10,522,1064,3,7,3,7,5,0,0,0,0,0,0,0,53,2579,Together,Doctorate,532,0,0,55000,42,20,4,5,5,455,Loyal Customers
55284,C828,0,1,60,547,7,140,0,7,63,638,1402,3,7,5,8,5,0,0,0,0,0,0,0,64,2711,Single,Master,701,0,0,55000,56,23,4,5,5,455,Loyal Customers
65324,C832,0,1,0,384,0,102,21,32,5,534,1078,3,6,2,9,4,0,0,0,0,0,0,0,66,2328,Married,Doctorate,539,0,0,65000,0,20,5,5,5,555,Champions
57906,C846,0,1,29,243,11,119,10,3,15,371,772,3,4,2,8,4,0,0,0,0,0,0,0,47,2542,Together,Doctorate,386,0,0,55000,28,17,5,5,4,554,Loyal Customers
